web-scraper-order,web-scraper-start-url,viewed_bought,title,rating_count,rating,img-src,isbn,publisher
"1621318656-993","https://www.amazon.com/Noise-Human-Judgment-Daniel-Kahneman/dp/0316451401/ref=pd_vtp_2?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0316451401&psc=1","","Noise: A Flaw in Human Judgment","null","null","https://images-na.ssl-images-amazon.com/images/I/41lfiSJTFjL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","0316451401","Little, Brown Spark"
"1621318583-572","https://www.amazon.com/Intelligent-Investor-Definitive-Investing-Essentials/dp/0060555661/ref=pd_vtp_17?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0060555661&psc=1","A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing","The Intelligent Investor: The Definitive Book on Value Investing. A Book of Practical Counsel (Revised Edition)","23,818 ratings","4.7 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/51fESaIGgVL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","null","February 21, 2006"
"1621318640-933","https://www.amazon.com/Atomic-Habits-Proven-Build-Break/dp/0735211299/ref=pd_vtp_5?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0735211299&psc=1","What are Atoms?","Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones","41,335 ratings","4.8 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/51PujYOdzLL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","978-0735211292","October 16, 2018"
"1621318596-679","https://www.amazon.com/Sapiens-Humankind-Yuval-Noah-Harari/dp/0062316117/ref=pd_vtp_14?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0062316117&psc=1","Sapiens Short Reads","Sapiens: A Brief History of Humankind","43,829 ratings","4.6 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/41lZKXt1+ML._SY344_BO1,204,203,200_.jpg","978-0062316110","May 15, 2018"
"1621318583-570","https://www.amazon.com/Intelligent-Investor-Definitive-Investing-Essentials/dp/0060555661/ref=pd_vtp_17?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0060555661&psc=1","One Up On Wall Street: How To Use What You Already Know To Make Money In The Market","The Intelligent Investor: The Definitive Book on Value Investing. A Book of Practical Counsel (Revised Edition)","23,818 ratings","4.7 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/51fESaIGgVL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","null","February 21, 2006"
"1621318629-836","https://www.amazon.com/Think-Again-Power-Knowing-What/dp/1984878107/ref=pd_vtp_8?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=1984878107&psc=1","Give and Take: Why Helping Others Drives Our Success","Think Again: The Power of Knowing What You Don't Know","3,700 ratings","4.6 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/41Ojcfxmn1L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","978-1984878106","February 2, 2021"
"1621318636-881","https://www.amazon.com/Nudge-Improving-Decisions-Health-Happiness/dp/0300122233/ref=pd_vtp_6?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0300122233&psc=1","","Nudge: Improving Decisions About Health, Wealth, and Happiness","1,562 ratings","4.3 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/41F7M+zICGL._SY344_BO1,204,203,200_.jpg","978-0300122237","April 8, 2008"
"1621318633-880","https://www.amazon.com/How-Happiness-Approach-Getting-Life/dp/0143114956/ref=pd_vtp_7?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0143114956&psc=1","Nudge: Improving Decisions About Health, Wealth, and Happiness","The How of Happiness: A New Approach to Getting the Life You Want","924 ratings","4.6 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/51b3mH2BXYL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","978-0143114956","December 30, 2008"
"1621318662-1034","https://www.amazon.com/Thinking-Fast-Slow-Daniel-Kahneman/dp/0374533555/ref=pd_vtp_1?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0374533555&psc=1","The Art of Thinking Clearly","Thinking, Fast and Slow","19,358 ratings","4.6 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/41wI53OEpCL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","0374533555","Farrar, Straus and Giroux"
"1621318564-440","https://www.amazon.com/Little-Book-Common-Sense-Investing/dp/1119404509/ref=pd_vtp_21?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=1119404509&psc=1","A Beginner's Guide to the Stock Market: Everything You Need to Start Making Money Today","The Little Book of Common Sense Investing: The Only Way to Guarantee Your Fair Share of Stock Market Returns (Little Books, Big Profits)","4,339 ratings","4.7 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/51cCQzs8EBL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","978-1119404507","October 16, 2017"
"1621318588-602","https://www.amazon.com/Simple-Path-Wealth-financial-independence/dp/1533667926/ref=pd_vtp_16?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=1533667926&psc=1","The Little Book of Common Sense Investing: The Only Way to Guarantee Your Fair Share of Stock Market Returns (Little Books, Big Profits)","The Simple Path to Wealth: Your road map to financial independence and a rich, free life","5,018 ratings","4.8 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/41oX+Lk2-ML._SY344_BO1,204,203,200_.jpg","null","5.5 x 0.72 x 8.5 inches"
"1621318633-858","https://www.amazon.com/How-Happiness-Approach-Getting-Life/dp/0143114956/ref=pd_vtp_7?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0143114956&psc=1","Stumbling on Happiness","The How of Happiness: A New Approach to Getting the Life You Want","924 ratings","4.6 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/51b3mH2BXYL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","978-0143114956","December 30, 2008"
"1621318640-936","https://www.amazon.com/Atomic-Habits-Proven-Build-Break/dp/0735211299/ref=pd_vtp_5?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0735211299&psc=1","About Personal Training Jobs eHow","Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones","41,335 ratings","4.8 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/51PujYOdzLL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","978-0735211292","October 16, 2018"
"1621318588-596","https://www.amazon.com/Simple-Path-Wealth-financial-independence/dp/1533667926/ref=pd_vtp_16?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=1533667926&psc=1","The Bogleheads' Guide to Investing","The Simple Path to Wealth: Your road map to financial independence and a rich, free life","5,018 ratings","4.8 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/41oX+Lk2-ML._SY344_BO1,204,203,200_.jpg","null","5.5 x 0.72 x 8.5 inches"
"1621318609-759","https://www.amazon.com/Your-Money-Life-Transforming-Relationship/dp/0143115766/ref=pd_vtp_11?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0143115766&psc=1","<img alt="""" src=""https://m.media-amazon.com/images/I/41wai6SUuHL.jpg_SR247,139__BG0,0,0_.jpg"" height=""139px"" width=""247px""/> 0:43  Click to play video","Your Money or Your Life: 9 Steps to Transforming Your Relationship with Money and Achieving Financial Independence: Fully Revised and Updated for 2018","2,535 ratings","4.5 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/51fFQ9HJBjL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","978-0143115762","December 10, 2008"
"1621318596-663","https://www.amazon.com/Sapiens-Humankind-Yuval-Noah-Harari/dp/0062316117/ref=pd_vtp_14?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0062316117&psc=1","","Sapiens: A Brief History of Humankind","43,829 ratings","4.6 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/41lZKXt1+ML._SY344_BO1,204,203,200_.jpg","978-0062316110","May 15, 2018"
"1621318636-900","https://www.amazon.com/Nudge-Improving-Decisions-Health-Happiness/dp/0300122233/ref=pd_vtp_6?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0300122233&psc=1","Misbehaving: The Making of Behavioral Economics","Nudge: Improving Decisions About Health, Wealth, and Happiness","1,562 ratings","4.3 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/41F7M+zICGL._SY344_BO1,204,203,200_.jpg","978-0300122237","April 8, 2008"
"1621318578-550","https://www.amazon.com/Mans-Search-Meaning-Viktor-Frankl/dp/0807014273/ref=pd_vtp_18?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0807014273&psc=1","Man's Search for Meaning Short Reads Urban Survivor","Man's Search for Meaning","32,188 ratings","4.7 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/41nLuZrSbNL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","9780807014271","Beacon Press"
"1621318609-750","https://www.amazon.com/Your-Money-Life-Transforming-Relationship/dp/0143115766/ref=pd_vtp_11?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0143115766&psc=1","How to Win Friends & Influence People","Your Money or Your Life: 9 Steps to Transforming Your Relationship with Money and Achieving Financial Independence: Fully Revised and Updated for 2018","2,535 ratings","4.5 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/51fFQ9HJBjL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","978-0143115762","December 10, 2008"
"1621318574-508","https://www.amazon.com/Random-Walk-Down-Wall-Street/dp/0393358380/ref=pd_vtp_19?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0393358380&psc=1","The Little Book of Common Sense Investing: The Only…","A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing","1,879 ratings","4.7 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/51Hh5WUNO3L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","0393358380","W. W. Norton & Company"
"1621318596-668","https://www.amazon.com/Sapiens-Humankind-Yuval-Noah-Harari/dp/0062316117/ref=pd_vtp_14?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0062316117&psc=1","21 Lessons for the 21st Century","Sapiens: A Brief History of Humankind","43,829 ratings","4.6 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/41lZKXt1+ML._SY344_BO1,204,203,200_.jpg","978-0062316110","May 15, 2018"
"1621318613-765","https://www.amazon.com/Influence-Psychology-Persuasion-Robert-Cialdini/dp/006124189X/ref=pd_vtp_10?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=006124189X&psc=1","","Influence: The Psychology of Persuasion, Revised Edition","8,005 ratings","4.6 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/51gysFA30GL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","null","December 26, 2006"
"1621318662-1021","https://www.amazon.com/Thinking-Fast-Slow-Daniel-Kahneman/dp/0374533555/ref=pd_vtp_1?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0374533555&psc=1","","Thinking, Fast and Slow","19,358 ratings","4.6 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/41wI53OEpCL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","0374533555","Farrar, Straus and Giroux"
"1621318568-479","https://www.amazon.com/Automatic-Millionaire-Expanded-Updated-Powerful/dp/0451499085/ref=pd_vtp_20?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0451499085&psc=1","","The Automatic Millionaire, Expanded and Updated: A Powerful One-Step Plan to Live and Finish Rich","1,694 ratings","4.7 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/41vnPDXXg+L._SY344_BO1,204,203,200_.jpg","0451499085","Crown"
"1621318666-1057","https://www.amazon.com/Nudge-Improving-Decisions-Health-Happiness/dp/014311526X/ref=sr_1_1?dchild=1&keywords=nudge&qid=1621176613&s=books&sr=1-1","","Nudge: Improving Decisions About Health, Wealth, and Happiness","2,060 ratings","4.4 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/41U7FQIsplL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","978-0143115267","February 24, 2009"
"1621318640-908","https://www.amazon.com/Atomic-Habits-Proven-Build-Break/dp/0735211299/ref=pd_vtp_5?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0735211299&psc=1","The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life","Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones","41,335 ratings","4.8 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/51PujYOdzLL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","978-0735211292","October 16, 2018"
"1621318629-849","https://www.amazon.com/Think-Again-Power-Knowing-What/dp/1984878107/ref=pd_vtp_8?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=1984878107&psc=1","","Think Again: The Power of Knowing What You Don't Know","3,700 ratings","4.6 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/41Ojcfxmn1L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","978-1984878106","February 2, 2021"
"1621318633-863","https://www.amazon.com/How-Happiness-Approach-Getting-Life/dp/0143114956/ref=pd_vtp_7?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0143114956&psc=1","","The How of Happiness: A New Approach to Getting the Life You Want","924 ratings","4.6 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/51b3mH2BXYL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","978-0143114956","December 30, 2008"
"1621318583-567","https://www.amazon.com/Intelligent-Investor-Definitive-Investing-Essentials/dp/0060555661/ref=pd_vtp_17?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0060555661&psc=1","","The Intelligent Investor: The Definitive Book on Value Investing. A Book of Practical Counsel (Revised Edition)","23,818 ratings","4.7 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/51fESaIGgVL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","null","February 21, 2006"
"1621318656-989","https://www.amazon.com/Noise-Human-Judgment-Daniel-Kahneman/dp/0316451401/ref=pd_vtp_2?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0316451401&psc=1","","Noise: A Flaw in Human Judgment","null","null","https://images-na.ssl-images-amazon.com/images/I/41lfiSJTFjL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","0316451401","Little, Brown Spark"
"1621318596-677","https://www.amazon.com/Sapiens-Humankind-Yuval-Noah-Harari/dp/0062316117/ref=pd_vtp_14?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0062316117&psc=1","<img alt="""" src=""https://m.media-amazon.com/images/I/A1752ajFFiL.png_SR247,139__BG0,0,0_.png"" height=""139px"" width=""247px""/> 0:56  Click to play video","Sapiens: A Brief History of Humankind","43,829 ratings","4.6 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/41lZKXt1+ML._SY344_BO1,204,203,200_.jpg","978-0062316110","May 15, 2018"
"1621318662-1025","https://www.amazon.com/Thinking-Fast-Slow-Daniel-Kahneman/dp/0374533555/ref=pd_vtp_1?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0374533555&psc=1","","Thinking, Fast and Slow","19,358 ratings","4.6 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/41wI53OEpCL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","0374533555","Farrar, Straus and Giroux"
"1621318629-831","https://www.amazon.com/Think-Again-Power-Knowing-What/dp/1984878107/ref=pd_vtp_8?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=1984878107&psc=1","","Think Again: The Power of Knowing What You Don't Know","3,700 ratings","4.6 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/41Ojcfxmn1L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","978-1984878106","February 2, 2021"
"1621318640-925","https://www.amazon.com/Atomic-Habits-Proven-Build-Break/dp/0735211299/ref=pd_vtp_5?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0735211299&psc=1","Atomic Habits Short Reads","Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones","41,335 ratings","4.8 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/51PujYOdzLL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","978-0735211292","October 16, 2018"
"1621318636-901","https://www.amazon.com/Nudge-Improving-Decisions-Health-Happiness/dp/0300122233/ref=pd_vtp_6?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0300122233&psc=1","","Nudge: Improving Decisions About Health, Wealth, and Happiness","1,562 ratings","4.3 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/41F7M+zICGL._SY344_BO1,204,203,200_.jpg","978-0300122237","April 8, 2008"
"1621318624-803","https://www.amazon.com/Power-Habit-What-Life-Business/dp/081298160X/ref=pd_vtp_9?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=081298160X&psc=1","","The Power of Habit: Why We Do What We Do in Life and Business","16,221 ratings","4.6 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/51UKFWWvqHL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","978-0812981605","January 7, 2014"
"1621318592-647","https://www.amazon.com/Premonition-Pandemic-Story-Michael-Lewis/dp/0393881555/ref=pd_vtp_15?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0393881555&psc=1","","The Premonition: A Pandemic Story","978 ratings","4.6 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/41+2DiWeWAS._SY344_BO1,204,203,200_.jpg","978-0393881554","May 4, 2021"
"1621318662-1037","https://www.amazon.com/Thinking-Fast-Slow-Daniel-Kahneman/dp/0374533555/ref=pd_vtp_1?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0374533555&psc=1","","Thinking, Fast and Slow","19,358 ratings","4.6 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/41wI53OEpCL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","0374533555","Farrar, Straus and Giroux"
"1621318629-846","https://www.amazon.com/Think-Again-Power-Knowing-What/dp/1984878107/ref=pd_vtp_8?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=1984878107&psc=1","MRS. MEYER'S CLEAN DAY Liquid Dish Soap, Cruelty Free Formula, Lemon Verbena Scent, 16 oz- Pack of 3","Think Again: The Power of Knowing What You Don't Know","3,700 ratings","4.6 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/41Ojcfxmn1L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","978-1984878106","February 2, 2021"
"1621318604-709","https://www.amazon.com/Flow-Psychology-Experience-Perennial-Classics/dp/0061339202/ref=pd_vtp_12?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0061339202&psc=1","","Flow: The Psychology of Optimal Experience (Harper Perennial Modern Classics)","2,752 ratings","4.5 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/4187W86yEUL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","null","July 1, 2008"
"1621318624-807","https://www.amazon.com/Power-Habit-What-Life-Business/dp/081298160X/ref=pd_vtp_9?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=081298160X&psc=1","","The Power of Habit: Why We Do What We Do in Life and Business","16,221 ratings","4.6 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/51UKFWWvqHL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","978-0812981605","January 7, 2014"
